Title,PubDate,Author,,,,,,,,,,,,,,,,,,,,,
 Volume 2 (1845)",1845,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"The Sea Lions; or, The Lost Sealers Volume 1 (1849)",1849,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"The Sea Lions; or, The Lost Sealers Volume 2 (1849)",1849,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"The Spy, volume 1 (1821)",1821,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"The Spy, volume 2 (1821)",1821,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
The Two Admirals Volume 1 (1842),1842,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
The Two Admirals Volume 2 (1842),1842,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"The Water-Witch, volume 1 (1831)",1831,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"The Water-Witch, volume 2 (1831)",1831,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
The Ways of the Hour (1850),1850,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
The Wept of Wish Ton-Wish . . . Volume 1 (1829),1829,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
The Wept of Wish Ton-Wish . . . Volume 2 (1829),1829,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"The Wing-and-Wing; or, Le Feu-Follett Volume 1 (1842)",1842,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"What I did with My Fifty Millions. By Moses Adams. (pseud.)
 (1874)",1874,"Bagby, George William, 1828-1883",,,,,,,,,,,,,,,,,,,,,
"The Wing-and-Wing; or, Le Feu-Follett Volume 2 (1842)",1842,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"Wyandotte; or, the Hutted Knoll . . . Volume 1 (1843)",1843,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"Wyandotte; or, the Hutted Knoll . . . Volume 2 (1843)",1843,"Cooper, James Fenimore, 1789-1851",,,,,,,,,,,,,,,,,,,,,
"Elinor Wyllys; or, The Young Folk at Longbridge. A Tale, by
 Amabel Penfeather [pseud., ed. by J. Fenimore Cooper] Volume 1
 (1846)",1846,"Cooper, Susan Fenimore, 1813-1894",,,,,,,,,,,,,,,,,,,,,
"Elinor Wyllys; or, The Young Folk at Longbridge. A Tale, by
 Amabel Penfeather [pseud., ed. by J. Fenimore Cooper] Volume 2
 (1846)",1846,"Cooper, Susan Fenimore, 1813-1894",,,,,,,,,,,,,,,,,,,,,
"The Sayings of Dr. Bushwhacker, and Other Learned Men.
 (1867)",1867,"Cozzens, Frederic S. (Frederic Swartwout), 1818-1869",,,,,,,,,,,,,,,,,,,,,
"The Sparrowgrass Papers; or, Living in the Country. (1856)",1856,"Cozzens, Frederic S. (Frederic Swartwout), 1818-1869",,,,,,,,,,,,,,,,,,,,,
El Fureidis. (1860),1860,"Cummins, Maria Susanna, 1827-1866",,,,,,,,,,,,,,,,,,,,,
Haunted Hearts. (1864),1864,"Cummins, Maria Susanna, 1827-1866",,,,,,,,,,,,,,,,,,,,,
The Lamplighter. (1854),1854,"Cummins, Maria Susanna, 1827-1866",,,,,,,,,,,,,,,,,,,,,
Mabel Vaughan. (1857),1857,"Cummins, Maria Susanna, 1827-1866",,,,,,,,,,,,,,,,,,,,,
Trumps: A Novel. (1861),1861,"Curtis, George William, 1824-1892",,,,,,,,,,,,,,,,,,,,,
"The Foresters, an American Tale: Being a Sequel to the History
 of John Bull the Clothier. In a Series of Letters to a Friend
 (1792)",1792,"Belknap, Jeremy, 1744-1798",,,,,,,,,,,,,,,,,,,,,
"Nix's Mate: An Historical Romance of America. Volume 1
 (1839)",1839,"Dawes, Rufus, 1803-1859",,,,,,,,,,,,,,,,,,,,,
"Nix's Mate: An Historical Romance of America. Volume 2
 (1839)",1839,"Dawes, Rufus, 1803-1859",,,,,,,,,,,,,,,,,,,,,
Honest John Vane: A Story. (1875),1875,"De Forest, John William, 1826-1906",,,,,,,,,,,,,,,,,,,,,
Kate Beaumont. (1872),1872,"De Forest, John William, 1826-1906",,,,,,,,,,,,,,,,,,,,,
"Miss Ravenel's Conversion from Secession to Loyalty.
 (1867)",1867,"De Forest, John William, 1826-1906",,,,,,,,,,,,,,,,,,,,,
Overland: A Novel. (1871),1871,"De Forest, John William, 1826-1906",,,,,,,,,,,,,,,,,,,,,
Playing the Mischief: A Novel. (1875),1875,"De Forest, John William, 1826-1906",,,,,,,,,,,,,,,,,,,,,
"Seacliff; or, The Mystery of the Westervelts. (1859)",1859,"De Forest, John William, 1826-1906",,,,,,,,,,,,,,,,,,,,,
The Wetherel Affair (1873),1873,"De Forest, John William, 1826-1906",,,,,,,,,,,,,,,,,,,,,
The Bandit Queen. A Tale of Italy. (1869),1869,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
"Bianca; or, The Star of the Valley. A Romance of the Alps.
 (1854?)",1854?,"Duganne, A. J. H. (Augustine Joseph Hickey), 1823-1884",,,,,,,,,,,,,,,,,,,,,
"The Prince Corsair; or, The Three Brothers of Guzan. A Tale of
 the Indian Ocean. (185-?)",1850,"Duganne, A. J. H. (Augustine Joseph Hickey), 1823-1884",,,,,,,,,,,,,,,,,,,,,
"The Tenant-House; or, Embers from Poverty's Hearthstone.
 (1857)",1857,"Duganne, A. J. H. (Augustine Joseph Hickey), 1823-1884",,,,,,,,,,,,,,,,,,,,,
"The Two Clerks; or, The Orphan's Gratitude: Being the
 Adventures of Henry Fowler and Richard Martin . . . (1843)",1843,"Duganne, A. J. H. (Augustine Joseph Hickey), 1823-1884",,,,,,,,,,,,,,,,,,,,,
"Thirty Years Ago; or, The Memoirs of a Water Drinker Volume 1
 (1836)",1836,"Dunlap, William, 1766-1839",,,,,,,,,,,,,,,,,,,,,
"Thirty Years Ago; or, The Memoirs of a Water Drinker Volume 2
 (1836)",1836,"Dunlap, William, 1766-1839",,,,,,,,,,,,,,,,,,,,,
The Bandits of the Osage: A Western Romance (1847),1847,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
The Circuit Rider: A Tale of the Heroic Age. (1874),1874,"Eggleston, Edward, 1837-1902",,,,,,,,,,,,,,,,,,,,,
The End of the World: A Love Story. (1872),1872,"Eggleston, Edward, 1837-1902",,,,,,,,,,,,,,,,,,,,,
The Hoosier School-Master: A Novel. (1871),1871,"Eggleston, Edward, 1837-1902",,,,,,,,,,,,,,,,,,,,,
The Mystery of Metropolisville. (1873),1873,"Eggleston, Edward, 1837-1902",,,,,,,,,,,,,,,,,,,,,
"Ambrose Fecit; or, The Peer and the Printer. (1867)",1867,"English, Thomas Dunn, 1819-1902",,,,,,,,,,,,,,,,,,,,,
"Inez: A Tale of the Alamo (1855): a machine-readable
 transcript",1855,"Evans, Augusta J. (Augusta Jane), 1835-1909",,,,,,,,,,,,,,,,,,,,,
"Macaria; or, Altars of Sacrifice (1864): a
 machine-readable transcript",1864,"Evans, Augusta J. (Augusta Jane), 1835-1909",,,,,,,,,,,,,,,,,,,,,
"St. Elmo: A Novel (1867): a machine-readable
 transcript",1867,"Evans, Augusta J. (Augusta Jane), 1835-1909",,,,,,,,,,,,,,,,,,,,,
"Vashti; or, _,1869""","Evans, Augusta J. (Augusta Jane), 1835-1909",,,,,,,,,,,,,,,,,,,,,,
The Border Rover. (1857),1857,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
The Countess Ida: A Tale of Berlin . . . Volume 1 (1840),1840,"Fay, Theodore S. (Theodore Sedgwick), 1807-1898",,,,,,,,,,,,,,,,,,,,,
The Countess Ida: A Tale of Berlin . . . Volume 2 (1840),1840,"Fay, Theodore S. (Theodore Sedgwick), 1807-1898",,,,,,,,,,,,,,,,,,,,,
Hoboken: A Romance of New York Volume 1 (1843),1843,"Fay, Theodore S. (Theodore Sedgwick), 1807-1898",,,,,,,,,,,,,,,,,,,,,
Hoboken: A Romance of New York Volume 2 (1843),1843,"Fay, Theodore S. (Theodore Sedgwick), 1807-1898",,,,,,,,,,,,,,,,,,,,,
Norman Leslie: A Tale of the Present Times Volume 1 (1835),1835,"Fay, Theodore S. (Theodore Sedgwick), 1807-1898",,,,,,,,,,,,,,,,,,,,,
"Clara Moreland; or, Adventures in the Far South-west.
 (1853)",1853,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
Norman Leslie: A Tale of the Present Times Volume 1 (1835),1835,"Fay, Theodore S. (Theodore Sedgwick), 1807-1898",,,,,,,,,,,,,,,,,,,,,
"Sydney Clifton; or, Vicissitudes in Both Hemispheres. A Tale of
 the Nineteenth Century, Volume 1 (1839)",1839,"Fay, Theodore S. (Theodore Sedgwick), 1807-1898",,,,,,,,,,,,,,,,,,,,,
"Sydney Clifton; or, Vicissitudes in Both Hemispheres. A Tale of
 the Nineteenth Century, Volume 2 (1839)",1839,"Fay, Theodore S. (Theodore Sedgwick), 1807-1898",,,,,,,,,,,,,,,,,,,,,
"Father Tom and the Pope; or, A Night in the Vatican.
 (1868)",1868,"Ferguson, Samuel, Sir, 1810-1886",,,,,,,,,,,,,,,,,,,,,
"Francis Berrian; or, The Mexican Patriot Volume 1 (1826)",1826,"Flint, Timothy, 1780-1840",,,,,,,,,,,,,,,,,,,,,
"Francis Berrian; or, The Mexican Patriot Volume 2 (1826)",1826,"Flint, Timothy, 1780-1840",,,,,,,,,,,,,,,,,,,,,
"George Mason, the Young Backwoodsman; or, 'Don't Give Up the
 Ship.' A Story of the Mississippi (1829)",1829,"Flint, Timothy, 1780-1840",,,,,,,,,,,,,,,,,,,,,
The Life and Adventures of Arthur Clenning Volume 1 (1828),1828,"Flint, Timothy, 1780-1840",,,,,,,,,,,,,,,,,,,,,
"Ellen Norbury; or, The Adventures of an Orphan. (1855)",1855,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
The Life and Adventures of Arthur Clenning Volume 2 (1828),1828,"Flint, Timothy, 1780-1840",,,,,,,,,,,,,,,,,,,,,
"The Boarding School; or, Lessons of a Preceptress to Her Pupils
 . . . By a Lady of Massachusetts . . . (1798)",1798,"Foster, Hannah (Webster), 1759-1840",,,,,,,,,,,,,,,,,,,,,
"The Coquette; or, The History of Eliza Wharton. A Novel,
 Founded on Fact. By a Lady of Massachussetts (1797)",1797,"Foster, Hannah (Webster), 1759-1840",,,,,,,,,,,,,,,,,,,,,
Boarding Out. A Tale of Domestic Life . . . (1846),1846,"Hale, Sarah Josepha Buell, 1788-1879",,,,,,,,,,,,,,,,,,,,,
"Keeping House and Housekeeping: A Story of Domestic Life . . .
 (1845)",1845,"Hale, Sarah Josepha Buell, 1788-1879",,,,,,,,,,,,,,,,,,,,,
"Liberia; or, Mr. Peyton's Experiments. Edited by Sarah J. Hale.
 (1853)",1853,"Hale, Sarah Josepha Buell, 1788-1879",,,,,,,,,,,,,,,,,,,,,
"Northwood; or, Life North and South, Showing the True Character
 of Both. (1852)",1852,"Hale, Sarah Josepha Buell, 1788-1879",,,,,,,,,,,,,,,,,,,,,
"Kate Clarendon; or, Necromancy in the Wilderness. A Tale of the
 Little Miami (1848)",1848,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
Frank Freeman's Barber Shop: A Tale. (1852),1852,"Hall, Baynard Rush, 1798-1863",,,,,,,,,,,,,,,,,,,,,
"The New Purchase; or, Seven and a Half years in the Far West.
 By Robert Carlton, Esq. [pseud.], Volume 1 (1843)",1843,"Hall, Baynard Rush, 1798-1863",,,,,,,,,,,,,,,,,,,,,
"The New Purchase; or, Seven and a Half years in the Far West.
 By Robert Carlton, Esq. [pseud.], Volume 2 (1843)",1843,"Hall, Baynard Rush, 1798-1863",,,,,,,,,,,,,,,,,,,,,
"Something for Every Body: Gleaned in the Old Purchase, from
 Fields Often Reaped. By Robert Carlton, Esq. [pseud.] (1846)",1846,"Hall, Baynard Rush, 1798-1863",,,,,,,,,,,,,,,,,,,,,
The Harpe's Head: A Legend of Kentucky . . . (1833),1833,"Hall, James, 1793-1868",,,,,,,,,,,,,,,,,,,,,
The League of the Miami. (1851),1851,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
"The Life and Adventures, Songs, Services, and Speeches of
 Private Miles O'Reilly [pseud.] (47th regiment, New York
 volunteers.) ... With comic illustrations by Mullen. From the
 authentic records of the New York herald. (1864)",1864,"Halpine, Charles G. (Charles Graham), 1829-1868",,,,,,,,,,,,,,,,,,,,,
"Leni-Leoti; or, Adventures in the Far West (1849)",1849,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
The Blithedale Romance. (1852),1852,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
The Celestial Rail-road (1843),1843,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
Moods. (1865),1865,"Alcott, Louisa May, 1832-1888",,,,,,,,,,,,,,,,,,,,,
"Oliver Goldfinch; or, The Hypocrite (1850)",1850,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
The House of Seven Gables: A Romance. (1851),1851,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
"The Marble Faun; or, The Romance of Monte Beni (1860) [Volume 1]: a machine-readable transcript",1860,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
"The Phantom of the Forest: a Tale of the Dark and Bloody
 Ground. (1868)",1868,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
"The Marble Faun; or, The Romance of Monte Beni (1860) [Volume 2]: a machine-readable transcript",1860,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
"Mosses from an Old Manse, volume 1 (1846)",1846,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
"Mosses from an Old Manse, volume 2 (1846)",1846,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
Night Sketches (1842),1842,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
The Scarlet Letter (1850),1850,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
"Septimius Felton; or, The Elixir of Life. (1872)",1872,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
The Pioneer's Daughter. A Tale of Indian Captivity. (1851),1851,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
Snow Flakes (1842),1842,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
"The Snow-Image, and Other Twice-Told Tales (1852)",1852,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
The Renegade: A Historical Romance of Border Life (1848),1848,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
The Village Uncle (1842),1842,"Hawthorne, Nathaniel, 1804-1864",,,,,,,,,,,,,,,,,,,,,
"The Blood Seedling (1872): a machine-readable
 transcript",1872,"Hay, John, 1838-1905",,,,,,,,,,,,,,,,,,,,,
The Brothers: A Tale of the Fronde Volume 1 (1835),1835,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
The Brothers: A Tale of the Fronde Volume 2 (1835),1835,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Cavaliers of England; or, The Times of the Revolutions of
 1642 and 1688. (1852)",1852,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Chevaliers of France, from the Crusaders to the Marechals
 of Louis XIV. (1853)",1853,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
Cromwell: An Historical Novel Volume 1 (1838),1838,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"Cromwell: An Historical Novel, Volume 2 (1838)",1838,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Deerstalkers; or, Circumstantial Evidence. A Tale of the
 South-western Counties. By Frank Forester [pseud.] (1849)",1849,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"Rosalie Du Pont; or, Treason in the Camp. (1851)",1851,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
"Dermont O'Brien; or, The Taking of Tredagh. A Tale of 1649
 (1849)",1849,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"Guarica, the Charib Bride. A Legend of Hispaniola (1844)",1844,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"Ingleborough Hall, and Lord of the Manor (1847)",1847,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Knights of England, France and Scotland. (1852)",1852,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Lord of the Manor; or, Rose Castleton's Temptation. An Old
 English Story (1844)",1844,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"Marmaduke Wyvil; or, The Maid's Revenge . . . (1843)",1843,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
The Miller of Martigne (1847),1847,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
My Shooting Box. By Frank Forester [pseud.] (1846),1846,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"Persons and Pictures from the Histories of France and England,
 from the Norman Conquest to the Fall of the Stuarts. (1854)",1854,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"Pierre, the Partisan: A Tale of the Mexican Marches (1848)",1848,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Trapper's Bride; or, Spirit of Adventure (1848)",1848,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
Ringwood the Rover: A Tale of Florida (1843),1843,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Roman Traitor: A True Tale of the Republic . . . Volume 1
 (1846)",1846,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Roman Traitor: A True Tale of the Republic . . . Volume 2
 (1846)",1846,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Village Inn; or, The Adventures of Bellechassaigne
 (1843)",1843,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"Wager of Battle: A Tale of Saxon Slavery in Sherwood Forest.
 (1855)",1855,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
"The Warwick Woodlands; or, Things as They Were There Ten Years
 Ago . . . (1845)",1845,"Herbert, Henry William, 1807-1858",,,,,,,,,,,,,,,,,,,,,
Malbone: An Oldport Romance. (1869),1869,"Higginson, Thomas Wentworth, 1823-1911",,,,,,,,,,,,,,,,,,,,,
"Viola; or, Adventures in the Far South-west. (1852)",1852,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
Greyslaer: A Romance of the Mohawk . . . Volume 1 (1840),1840,"Hoffman, Charles Fenno, 1806-1884",,,,,,,,,,,,,,,,,,,,,
Greyslaer: A Romance of the Mohawk . . . Volume 2 (1840),1840,"Hoffman, Charles Fenno, 1806-1884",,,,,,,,,,,,,,,,,,,,,
Arthur Bonnicastle: An American Novel. (1873),1873,"Holland, J. G. (Josiah Gilbert), 1819-1881",,,,,,,,,,,,,,,,,,,,,
The Bay-Path: A Tale of New England Colonial Life. (1857),1857,"Holland, J. G. (Josiah Gilbert), 1819-1881",,,,,,,,,,,,,,,,,,,,,
Miss Gilbert's Career: An American Story. (1860),1860,"Holland, J. G. (Josiah Gilbert), 1819-1881",,,,,,,,,,,,,,,,,,,,,
Sevenoaks: A Story of To-Day. (1875),1875,"Holland, J. G. (Josiah Gilbert), 1819-1881",,,,,,,,,,,,,,,,,,,,,
Lena Rivers. (1856),1856,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
"The Cameron Pride, or, Purified by Suffering. A Novel.
 (1867)",1867,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
Walde-Warren; a Tale of Circumstantial Evidence. (1852),1852,"Bennett, Emerson, 1822-1905",,,,,,,,,,,,,,,,,,,,,
Cousin Maud and Rosamond. (1860),1860,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
Darkness and Daylight. A Novel. (1864),1864,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
"Dora Deane, or, The East India Uncle; and Maggie Miller, or,
 Old Hagar's Secret. (1859)",1859,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
"Edna Browning; or, The Leighton Homestead. A Novel. (1872)",1872,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
"The English Orphans, Or, A Home in the New World. (1855)",1855,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
"Ethelyn's Mistake; or, The Home in the West; A Novel.
 (1869)",1869,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
Hugh Worthington. (1865),1865,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
"Marian Grey; or, The Heiress of Redstone Hall. (1863)",1863,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
"Millibank; or, Roger Irving's Ward. A Novel. (1871)",1871,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
Rose Mather; A Tale of the War. (1868),1868,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
"Tempest and Sunshine or, Life in Kentucky. (1854)",1854,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
West Lawn and The Rector of St. Mark's. (1874),1874,"Holmes, Mary Jane, 1825-1907",,,,,,,,,,,,,,,,,,,,,
"Elsie Venner: A Romance of Destiny (1861) [Volume 1]: a
 machine-readable transcript",1861,"Holmes, Oliver Wendell, 1809-1894",,,,,,,,,,,,,,,,,,,,,
"Elsie Venner: A Romance of Destiny (1861) [Volume 2]: a
 machine-readable transcript",1861,"Holmes, Oliver Wendell, 1809-1894",,,,,,,,,,,,,,,,,,,,,
The Guardian Angel. (1867),1867,"Holmes, Oliver Wendell, 1809-1894",,,,,,,,,,,,,,,,,,,,,
A Chance Acquaintance. (1873),1873,"Howells, William Dean, 1837-1920",,,,,,,,,,,,,,,,,,,,,
A Foregone Conclusion. (1875),1875,"Howells, William Dean, 1837-1920",,,,,,,,,,,,,,,,,,,,,
Their Wedding Journey. (1872),1872,"Howells, William Dean, 1837-1920",,,,,,,,,,,,,,,,,,,,,
"The Arrow of Gold; or, The Shell Gatherer. (185-?)",1850,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
Burton; or The Sieges Volume 1 (1838),1838,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
Burton; or The Sieges Volume 2 (1838),1838,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"Captain Kyd; or, The Wizard of the Sea . . . Volume 1
 (1839)",1839,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"Captain Kyd; or, The Wizard of the Sea . . . Volume 2
 (1839)",1839,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"Edward Manning; or, The Bride and the Maiden (1847)",1847,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"Fleming Field; or, The Young Artisan. A Tale of the Days of the
 Stamp Act (1845)",1845,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"The Adventures of Robin Day, Volume 1 (1839)",1839,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
Lafitte: The Pirate of the Gulf Volume 1 (1836),1836,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
Lafitte: The Pirate of the Gulf Volume 2 (1836),1836,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"The Adventures of Robin Day, Volume 2 (1839)",1839,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
"The Pillar of Fire; or, Israel in Bondage. (1859)",1859,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"The Prince of the House of David; or, Three Years in the Holy
 City. Being a Series of the Letters of Adina...and relating, as by
 an eye witness, all the scenes and wonderful incidents in the life
 of Jesus of Nazareth, from his baptism in Jordan to his crucifixion
 on Calvary. (1855)",1855,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"The Quadroone; or, St. Michael's Day . . . Volume 1 (1841)",1841,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"The Quadroone; or, St. Michael's Day . . . Volume 2 (1841)",1841,"Ingraham, J. H. (Joseph Holt), 1809-1860",,,,,,,,,,,,,,,,,,,,,
"Calavar; or, The Knight of the Conquest. A Romance of Mexico,
 Volume 1. (1834)",1834,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
"Calavar; or, The Knight of the Conquest. A Romance of Mexico,
 Volume 2. (1834)",1834,"Bird, Robert Montgomery, 1806-1854",,,,,,,,,,,,,,,,,,,,,
